participant_id,condition,case_id,transparency,outcome,startedAt,endedAt,dept,dept_other,region,region_other,age,years,loginUser,consent,SCR1,SCR2,SCR3,SCR4,FC1,FC2,FC3,FC4,MC_TBD1,MC_TBD2,MC_TBD3,MC_TBD4,MC_TBD5,MC_TBD6,MC_TBD7,MC_OF1,MC_OF2,MC_OF3,RA1,RA2,RA3,PF1,PF2,PF3,PF4,PF5,PF6,CT1,CT2,CT3,CT4,DA2,DA1,DA3,DA4,DA5,DA6,CTRL_AI_FAM,CTRL_AI_EXP,ATT1
"P_u3mycd","high_unfav","C2","high","unfav","2026-05-16T14:36:38.636Z","2026-05-16T14:44:58.278Z","dept_sales","","region_central","","18","1","","true","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Trung bình","Chưa từng","4"
